practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,IRI_20,IRI_FL_20,space_20,participant,session,group,level,date,expName,frameRate,
,,1,,,Verdadero,Falso,f,A,congruent_left,La profesora dejó la galleta que compró en el mercado en su cartera durante la clase,1,1,0,0,f,0,13,La galleta estaba en la cartera durante la clase.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,41,41,12,,,,,,,,,,,,,,,,,,0.45040000800509006,0.43514347600284964,0.45040000800509006,0.33404736703960225,0.30546678497921675,0.7844473750446923,0.4010824550059624,0.3559964299784042,1.1855298300506547,0.3001338149770163,0.27138305199332535,1.485663645027671,0.33409871300682425,0.30490582797210664,1.8197623580344953,1.5539392469800077,1.524651299987454,3.373701605014503,0.6853684899979271,0.6553802399430424,4.05907009501243,0.4020001250319183,0.37386339803924784,4.461070220044348,0.29971706797368824,0.2716904379776679,4.760787288018037,0.2512478220160119,0.22187917499104515,5.012035110034049,0.21746285300469026,0.18812243500724435,5.229497963038739,0.33423695497913286,0.3052672320045531,5.563734918017872,0.25056711002252996,0.21753726800670847,5.814302028040402,,,,0.15075711999088526,0.12192204501479864,5.965059148031287,,,,,f,1,0.43943281297106296,f,1,2.2922070379718207,,,,None,None,0.4341627520043403,0.40551616495940834,6.399221900035627,0.28325812000548467,0.2552553919958882,6.682480020041112,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Cuando el escultor volvió la obra estaba instalada en el parque,0,1,1,0,j,0,129,La obra era para el público.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,42,42,24,,,,,,,,,,,,,,,,,,0.41659106500446796,0.4005261269630864,0.41659106500446796,0.3343175619957037,0.3053402020013891,0.7509086270001717,0.300717887992505,0.27226757805328816,1.0516265149926767,0.33362414001021534,0.30443542497232556,1.385250655002892,0.48561711702495813,0.4563892569858581,1.8708677720278502,0.35046760499244556,0.32246769696939737,2.2213353770202957,0.36663478100672364,0.33690367598319426,2.5879701580270194,0.3692210820154287,0.33858081500511616,2.957191240042448,0.4004847600008361,0.3719418050022796,3.357676000043284,0.41826007497729734,0.38546787499217317,3.7759360750205815,0.3341464819968678,0.30540006200317293,4.110082557017449,,,,,,,,,,,,,,,,,j,1,0.5056404499919154,f,1,3.714255220023915,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_right,La señora insertó la tarjeta que su pareja le dejó en su cartera en la máquina para pagar,1,1,1,0,j,1,19,La mujer puso la tarjeta en su cartera.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,43,43,18,,,,,,,,,,,,,,,,,,0.4352370679844171,0.42354067898122594,0.4352370679844171,0.31803641200531274,0.2856156720081344,0.7532734799897298,0.3664831150090322,0.3385659100022167,1.119756594998762,0.3515479899942875,0.32161981699755415,1.4713045849930495,0.3342564250342548,0.30200277297990397,1.8055610100273043,0.4679581749951467,0.43855138402432203,2.273519185022451,0.2837223449605517,0.25092475197743624,2.5572415299830027,0.3515907130204141,0.3227560469531454,2.908832243003417,0.5345444999984466,0.48886364500503987,3.4433767430018634,0.38318230997538194,0.353587071003858,3.8265590529772453,0.3854488520300947,0.34010569198289886,4.21200790500734,0.3675530750188045,0.339585144945886,4.5795609800261445,0.3000028079841286,0.2704983599833213,4.879563788010273,,,,0.45191811001859605,0.4214409000123851,5.331481898028869,,,,,j,1,0.5053689099731855,j,1,2.891594891960267,,,,None,None,0.3006389299989678,0.2672913449932821,5.632120828027837,0.2840896349516697,0.2510126300039701,5.916210462979507,0.351297052053269,0.32199540501460433,6.267507515032776,0.45091985998442397,0.4224073269870132,6.7184273750172,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Jaime metió el chaleco que su pareja dejó en el clóset cuando regresaron,0,1,1,0,j,0,133,La pareja de Jaime no colgó su chaleco cuando volvió. ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,44,44,26,,,,,,,,,,,,,,,,,,0.5336192700196989,0.5204641149612144,0.5336192700196989,0.3844204999622889,0.3533574329921976,0.9180397699819878,0.3349424219923094,0.3066893719951622,1.2529821919742972,0.3345010030316189,0.3060030249762349,1.587483195005916,0.31730146502377465,0.2879875929793343,1.9047846600296907,0.7349210999673232,0.706731167039834,2.639705759997014,0.38448452699230984,0.35544095700606704,3.024190286989324,0.35138082498451695,0.318230435019359,3.3755711119738407,0.7013325480511412,0.6727711400017142,4.076903660024982,0.41787407197989523,0.3880588080501184,4.494777732004877,0.33428252796875313,0.30527599196648225,4.82906025997363,0.5852983350050636,0.5564903020276688,5.414358594978694,0.3007651450461708,0.268701187975239,5.715123740024865,,,,,,,,,,,j,1,0.5391007399884984,f,1,3.212516239960678,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Después de que llegué el maratón empezó inmediatamente,0,1,1,0,j,0,121,Llegué para ver el inicio de la carrera.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,45,45,20,,,,,,,,,,,,,,,,,,0.46707864198833704,0.4546604900388047,0.46707864198833704,0.5176931779715233,0.485253292019479,0.9847718199598603,0.2676344020292163,0.23822374502196908,1.2524062219890766,0.2842860280070454,0.25556724303169176,1.536692249996122,0.5506792449741624,0.5218119350029156,2.0873714949702844,0.5857303920201957,0.5564214480109513,2.67310188699048,0.6182589799864218,0.5865158200031146,3.291360866976902,0.9520599200041033,0.9188460950390436,4.243420786981005,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.523259602021426,f,1,3.7944604299846105,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Después de lavar la ropa Antonio prepara la cena,0,0,1,0,j,0,215,Antonio hace varios deberes por la noche.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,46,46,44,,,,,,,,,,,,,,,,,,0.5174781630048528,0.5074883849592879,0.5174781630048528,0.4842717520077713,0.4513181670336053,1.0017499150126241,0.33459648001007736,0.30195236997678876,1.3363463950227015,0.46739410498412326,0.43421692203264683,1.8037405000068247,0.3506117679644376,0.3215567250153981,2.1543522679712623,0.4517165750148706,0.4224194370326586,2.606068842986133,0.5016643650014885,0.46923682698979974,3.1077332079876214,0.3508279420202598,0.31861531001050025,3.4585611500078812,0.40080613299505785,0.3722757599898614,3.859367283002939,,,,,,,,,,,,,,,,,,,,,,,j,1,0.5062753980164416,j,1,4.1779966950416565,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,Siempre que la niña salta la cuerda le da por la cabeza,1,1,0,0,j,0,4,La niña se golpea cuando juega.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,47,47,3,,,,,,,,,,,,,,,,,,0.41670385701581836,0.4054084389936179,0.41670385701581836,0.36738954501925036,0.3388148650410585,0.7840934020350687,0.3183296949719079,0.2891222919570282,1.1024230970069766,0.2661865199916065,0.23828299500746652,1.368609616998583,0.28400025505106896,0.25469876296119764,1.652609872049652,0.5526365949772298,0.5225132850464433,2.205246467026882,0.2836155649856664,0.2557453569606878,2.4888620320125483,0.4014868480153382,0.37241652997909114,2.8903488800278865,0.3337873020209372,0.30489722796482965,3.2241361820488237,0.35146427497966215,0.3188039070228115,3.575600457028486,0.3169671249925159,0.28755776199977845,3.8925675820210017,0.36713893798878416,0.33695414604153484,4.259706520009786,,,,,,,,,,,,,,j,1,0.5062378129805438,f,1,2.211001474992372,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,311,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,48,48,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4725074199959636,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,single_right,Cuando usó mi carro Jorge lo aparcó muy mal,0,0,0,1,j,0,212,No le presto mi carro a nadie.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,49,49,41,,,,,,,,,,,,,,,,,,0.5170986549928784,0.505506929999683,0.5170986549928784,0.5845554550178349,0.5571215040399693,1.1016541100107133,0.3844834730261937,0.3557321819826029,1.486137583036907,0.3841142599703744,0.35500772000523284,1.8702518430072814,0.3845880550215952,0.3549511030432768,2.2548398980288766,0.4678556699655019,0.43859068996971473,2.7226955679943785,0.43475157499779016,0.4052597479894757,3.1574471429921687,0.4004794070497155,0.37095060298452154,3.557926550041884,0.8192341349786147,0.7899051430285908,4.377160685020499,,,,,,,,,,,,,,,,,,,,,,,j,1,0.42240389302605763,j,1,2.1731226730044,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Antes de que cantaran esa canción no era muy conocida ,1,1,1,0,f,1,6,Todos ya se sabían la canción antes de la fiesta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,50,50,5,,,,,,,,,,,,,,,,,,0.46654595498694107,0.451358888996765,0.46654595498694107,0.41838726500282064,0.38872475700918585,0.8849332199897617,0.30027272197185084,0.2721728080068715,1.1852059419616126,0.23357165500055999,0.20485139498487115,1.4187775969621725,0.35126971499994397,0.3216144500183873,1.7700473119621165,0.5854899430414662,0.5565094270277768,2.3555372550035827,0.48472786199999973,0.4564985119504854,2.8402651170035824,0.40055727295111865,0.37129802198614925,3.240822389954701,0.30126250203466043,0.26901515800273046,3.5420848919893615,0.4176871629897505,0.38521039800252765,3.959772054979112,,,,,,,,,,,,,,,,,,,,f,1,0.6405069489846937,j,1,1.8771448450279422,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_left,Mi padre me partió el sándwich en dos para llevarlo a clase,0,0,0,1,f,0,222,Me compré la comida en la escuela. ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,51,51,51,,,,,,,,,,,,,,,,,,0.5337152300053276,0.5206939339987002,0.5337152300053276,0.3171073049888946,0.28859006700804457,0.8508225349942222,0.3510231549735181,0.3225208470248617,1.2018456899677403,0.334305869997479,0.3017820569803007,1.5361515599652193,0.25031203002436087,0.22141029499471188,1.7864635899895802,0.6187285070191137,0.5890845279791392,2.405192097008694,0.5019124049576931,0.4736849960172549,2.907104501966387,0.3503432350116782,0.3214611900039017,3.2574477369780652,0.4013009649934247,0.3721260379534215,3.65874870197149,0.3845521929906681,0.35564540000632405,4.043300894962158,0.3172242970322259,0.2851497479714453,4.360525191994384,0.4172249980038032,0.38817252998705953,4.777750189998187,,,,,,,,,,,,,,f,1,0.5395880620344542,j,0,2.9452728600008413,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Siempre que mi hermana maneja el carro suena raro ,1,1,1,0,j,1,3,El carro está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,52,52,2,,,,,,,,,,,,,,,,,,0.4325763490051031,0.42033030098536983,0.4325763490051031,0.4192884910153225,0.39093753695487976,0.8518648400204256,0.317313834966626,0.2876123000169173,1.1691786749870516,0.26743843499571085,0.2352567070047371,1.4366171099827625,0.26676704303827137,0.2381810980150476,1.7033841530210339,0.3514327769516967,0.3222558150300756,2.0548169299727306,0.4668902980047278,0.4379342350293882,2.5217072279774584,0.4352538920356892,0.40177910501370206,2.9569611200131476,0.38368437497410923,0.3504525810130872,3.340645494987257,,,,,,,,,,,,,,,,,,,,,,,j,1,0.6399125699535944,j,1,1.1593619299819693,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Cuando la participante se rindió la respuesta le pareció obvia,0,1,1,0,f,0,128,La participante adivinó la respuesta correcta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,53,53,23,,,,,,,,,,,,,,,,,,0.4329329720349051,0.4180626269662753,0.4329329720349051,0.38605562498560175,0.3564817800070159,0.8189885970205069,0.300066763011273,0.27099104796070606,1.1190553600317799,0.4175020050024614,0.3840678900014609,1.5365573650342412,0.3345772169996053,0.3051597599987872,1.8711345820338465,0.25099240499548614,0.22133197000948712,2.1221269870293327,0.48438826797064394,0.4554890979779884,2.6065152549999766,0.6179060970316641,0.5890407499973662,3.2244213520316407,0.36840862495591864,0.33866534498520195,3.5928299769875593,0.25007245800225064,0.2210524799884297,3.84290243498981,,,,,,,,,,,,,,,,,,,,f,1,0.5517847599694505,f,0,3.6150607599993236,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,single_left,Ana vació el lavaplatos en la cocina,0,0,0,1,f,0,206,Ana no ayudó con los quehaceres.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,54,54,35,,,,,,,,,,,,,,,,,,0.5008295199950226,0.4924456049920991,0.5008295199950226,0.35040709999157116,0.32240502699278295,0.8512366199865937,0.41806805500527844,0.38501007203012705,1.2693046749918722,0.4340142519795336,0.40529265196528286,1.7033189269714057,0.6187555000069551,0.5903261019848287,2.322074426978361,0.300826455000788,0.2728495129849762,2.622900881979149,0.3676817480009049,0.33896788698621094,2.9905826299800538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4224580470472574,j,1,3.881393212999683,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,j,A,congruent_right,Jorge puso las monedas que traía en su abrigo en la mesa cuando regresó a su casa,1,1,0,0,j,0,12,Las monedas de Jorge están en su abrigo.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,55,55,11,,,,,,,,,,,,,,,,,,0.5339433519984595,0.518156539008487,0.5339433519984595,0.39996705495286733,0.3710534400306642,0.9339104069513269,0.30189291801070794,0.27180248795775697,1.2358033249620348,0.28427728201495484,0.25533288496080786,1.5200806069769897,0.5179741579922847,0.49003333499422297,2.0380547649692744,0.25008512003114447,0.22200986003736034,2.288139885000419,0.251295689959079,0.22154218499781564,2.539435574959498,1.1189854150288738,1.0904294149950147,3.6584209899883717,0.31762104196241125,0.28801333502633497,3.976042031950783,0.40092928503872827,0.35455404996173456,4.376971316989511,0.3177501799655147,0.2886128149693832,4.694721496955026,0.26728649804135785,0.23981792002450675,4.962007994996384,0.31716483196942136,0.2877243119874038,5.279172826965805,,,,0.3521666930173524,0.32195220998255536,5.6313395199831575,,,,,j,1,0.4689053280162625,f,0,5.017383287020493,,,,None,None,0.31673668196890503,0.28826647001551464,5.9480762019520625,0.3668363449978642,0.33754172996850684,6.314912546949927,0.30217962502501905,0.27201737300492823,6.617092171974946,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,incongruent_right,El mecánico arregló el carro rápido,0,0,1,0,j,0,227,El mécanico trabaja de una manera eficiente.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,56,56,56,,,,,,,,,,,,,,,,,,0.7518536180141382,0.7449049500282854,0.7518536180141382,0.38358961197081953,0.35546395502751693,1.1354432299849577,0.45132552803261206,0.42310816096141934,1.5867687580175698,0.3348121920134872,0.30600227700779215,1.921580950031057,0.4008367429487407,0.37227672000881284,2.3224176929797977,0.31771604501409456,0.2889964469941333,2.6401337379938923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.4401093400083482,f,1,2.2778892570058815,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,incongruent_right,a,0,0,1,0,j,0,315,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,57,57,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.5408747619949281,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,308,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,58,58,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.6685319649986923,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,El empleado guardó los archivos que recibió en una carpeta después de revisarlos,0,1,1,0,f,0,132,El empleado tiró los documentos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,59,59,25,,,,,,,,,,,,,,,,,,0.5493635979946703,0.5264811550150625,0.5493635979946703,0.4179700770182535,0.38684004597598687,0.9673336750129238,0.6355087329866365,0.6012509160209447,1.6028424079995602,0.7350837999838404,0.7057953830226324,2.3379262079834007,0.36749942699680105,0.3387281249742955,2.7054256349802017,0.5522847780375741,0.5183859819662757,3.257710413017776,0.6688322819536552,0.6357301229727454,3.926542694971431,0.5501442429958843,0.52074425003957,4.476686937967315,0.33493151201400906,0.3053249170188792,4.811618449981324,0.3847836200147867,0.3552509800065309,5.196402069996111,0.600553072988987,0.5722217530128546,5.796955142985098,0.5681183899869211,0.539512632007245,6.365073532972019,0.3850514800287783,0.3564736350090243,6.7501250130007975,,,,,,,,,,,j,0,0.3842591280117631,j,1,1.5591989899985492,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,303,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,60,60,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.46903695998480543,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,Después de que comieron el pollo se enfrió inmediatamente ,1,1,0,0,f,0,1,Comieron el pollo caliente.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,61,61,0,,,,,,,,,,,,,,,,,,0.6510619299951941,0.6393438789527863,0.6510619299951941,0.48365881002973765,0.4554048749851063,1.1347207400249317,0.3178648080211133,0.2678093229769729,1.452585548046045,0.35158484999556094,0.3221546450513415,1.804170398041606,0.4340918849920854,0.40518268500454724,2.2382622830336913,0.36780532996635884,0.3345635000150651,2.60606761300005,0.3333427170291543,0.30110178503673524,2.9394103300292045,0.3681257080170326,0.3383337599807419,3.307536038046237,0.45151220995467156,0.42169123503845185,3.7590482480009086,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6390998570132069,j,0,1.7252357000252232,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Mientras el maestro descansaba el violín resonaba por todo el salón,0,1,1,0,j,0,125,El maestro tocaba el piano.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,62,62,22,,,,,,,,,,,,,,,,,,0.5329310169909149,0.5206326229963452,0.5329310169909149,1.1209149549831636,1.0919267419958487,1.6538459719740786,0.4333445980446413,0.40332201204728335,2.08719057001872,0.4357857749564573,0.4052426700363867,2.522976344975177,0.7686583600006998,0.740487868024502,3.291634704975877,0.317118882026989,0.28826131002279,3.608753587002866,0.6352510880096816,0.6027340430300683,4.2440046750125475,0.4174782669870183,0.38860293198376894,4.661482941999566,0.5519789429963566,0.5224016699939966,5.2134618849959224,0.35049308702582493,0.3225068199681118,5.563954972021747,0.43500526796560735,0.4054052429855801,5.998960239987355,,,,,,,,,,,,,,,,,j,1,0.624413197976537,j,1,2.060470645024907,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,incongruent_left,Este año cuando se reunieron el grito sonó por todo el vecindario,0,1,1,0,f,0,124,Hicieron un escándalo cuando se vieron.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,63,63,21,,,,,,,,,,,,,,,,,,0.8344386499957182,0.8216047750320286,0.8344386499957182,0.5351544619770721,0.5057432150351815,1.3695931119727902,0.3509718750137836,0.32215118495514616,1.7205649869865738,0.41784118296345696,0.3894148480030708,2.1384061699500307,0.367707577010151,0.33601594902575016,2.5061137469601817,0.3342747580027208,0.30542898003477603,2.8403885049629025,0.534776987042278,0.5057902600383386,3.3751654920051806,0.6176635449519381,0.5884992450010031,3.9928290369571187,0.718680799996946,0.6892148500191979,4.711509836954065,0.5347694980446249,0.5056062230141833,5.24627933499869,0.4680873299948871,0.43895942001836374,5.714366664993577,0.300140201987233,0.2721749800257385,6.01450686698081,,,,,,,,,,,,,,f,1,0.4410140819963999,f,1,2.611330607032869,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,El reloj de mi mamá tiene diamantes pero le queda muy bien,0,0,0,0,j,0,223,Mi madre tiene un reloj bonito.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,64,64,52,,,,,,,,,,,,,,,,,,0.850647735001985,0.8391218970064074,0.850647735001985,0.36840067303273827,0.33600385003956035,1.2190484080347233,0.2996347769512795,0.270650040009059,1.5186831849860027,0.4353577500442043,0.40237118798540905,1.954040935030207,0.283625089970883,0.25514338503126055,2.23766602500109,0.2680880500120111,0.23923286504577845,2.505754075013101,0.35050767997745425,0.3227193020284176,2.8562617549905553,0.3339973730035126,0.30423675500787795,3.190259127994068,0.40123992203734815,0.3719048500061035,3.591499050031416,0.3165241499664262,0.28759849799098447,3.9080231999978423,0.30214857001556084,0.27270532498368993,4.210171770013403,0.4346955979708582,0.40648815798340365,4.644867367984261,,,,,,,,,,,,,,j,1,0.4385879519977607,f,1,1.84157273999881,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,305,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,65,65,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6353322479990311,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
